id,age,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income-per-year,education_10th,education_11th,education_12th,education_1st-4th,education_5th-6th,education_7th-8th,education_9th,education_Assoc-acdm,education_Assoc-voc,education_Bachelors,education_Doctorate,education_HS-grad,education_Masters,education_Preschool,education_Prof-school,education_Some-college,workclass_Federal-gov,workclass_Local-gov,workclass_Private,workclass_Self-emp-inc,workclass_Self-emp-not-inc,workclass_State-gov,workclass_Without-pay
3545,-1.0557827925520795,394503,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3546,-1.6695715373622801,309504,6,Never-married,Sales,Unmarried,White,Female,0,0,-1.4895669869722707,United-States,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3547,-0.4419940477418787,175023,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,-0.3972709641425578,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3548,-1.439400758058455,146879,9,Never-married,Other-service,Not-in-family,White,Male,0,2001,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3549,1.6295429659925487,25141,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1.5352527685561652,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3550,1.0924778142836231,180439,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,-0.1452026511818548,United-States,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3551,0.7855834418785227,268022,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.6950250586871553,United-States,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3553,-0.05837608223550326,318886,13,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,0.8630706006609572,United-States,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3555,0.5554126625746975,184169,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,-0.5653165061163599,United-States,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3556,1.3993721866887234,73411,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,-0.1452026511818548,United-States,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3557,-0.05837608223550326,809585,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,-0.1452026511818548,United-States,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3558,0.01834751086577183,230329,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,-0.1452026511818548,Canada,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3559,2.626949676309125,301210,2,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1735,-1.8256580709198749,United-States,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3560,0.2485182901695971,37937,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1.1151389136216603,United-States,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3562,1.1692014073848982,104501,10,Married-civ-spouse,Sales,Husband,White,Male,15024,0,-0.1452026511818548,United-States,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3563,0.4019654763721473,198282,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,1.5352527685561652,United-States,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3564,0.32524188327087217,298161,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,-0.1452026511818548,Nicaragua,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3565,-0.4419940477418787,232475,10,Never-married,Sales,Own-child,White,Male,0,0,0.2749112037526502,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3569,0.6321362556759725,208872,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3571,2.4735024901065747,143437,14,Married-civ-spouse,Sales,Husband,White,Male,10605,0,-0.1452026511818548,United-States,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3573,-1.1325063856533546,141113,4,Married-civ-spouse,Sales,Husband,White,Male,2580,0,-0.1452026511818548,United-States,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3574,0.8623070349797979,125417,12,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,-0.1452026511818548,United-States,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3575,1.9364373383976492,84737,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,-0.5653165061163599,United-States,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3576,0.6321362556759725,205100,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,-0.31324819315565683,Germany,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3578,0.09507110396704692,186916,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3579,-0.21182326843805344,206521,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,1.5352527685561652,United-States,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3580,-0.05837608223550326,257250,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,0.6950250586871553,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3581,-0.36527045464060365,226872,13,Divorced,Sales,Not-in-family,White,Female,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3583,0.7855834418785227,168216,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0.5269795167133532,United-States,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3585,0.01834751086577183,183898,12,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,1.5352527685561652,Germany,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3587,0.6321362556759725,142581,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,-0.1452026511818548,United-States,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
3588,0.32524188327087217,248094,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3590,-1.51612435115973,361341,8,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,-1.40554421598537,Thailand,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3591,0.32524188327087217,175526,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3592,0.8623070349797979,146310,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3593,-0.05837608223550326,270985,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,0.6950250586871553,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3595,-0.36527045464060365,153942,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3597,1.4760957797899985,190997,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,-0.1452026511818548,United-States,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3598,1.0924778142836231,291755,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2.543526020398977,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3599,-0.36527045464060365,20057,10,Married-spouse-absent,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,-0.31324819315565683,Philippines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3600,0.171794697068322,126076,10,Divorced,Craft-repair,Not-in-family,White,Female,0,0,0.6950250586871553,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3601,-0.05837608223550326,261382,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3602,-0.5954412339444289,402361,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3604,-0.13509967533677836,184655,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,-0.5653165061163599,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3605,-0.9023356063495293,588905,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3606,1.7062665590938237,140300,9,Never-married,Sales,Not-in-family,White,Female,0,0,0.1908884327657492,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3607,0.32524188327087217,185057,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,-0.9854303610508648,United-States,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3608,-1.2092299787546297,278391,9,Never-married,Transport-moving,Own-child,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3610,0.939030628081073,175339,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.4429567457264522,United-States,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3611,1.4760957797899985,417419,4,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3613,-1.1325063856533546,39615,13,Never-married,Sales,Not-in-family,White,Male,0,0,0.2749112037526502,United-States,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3615,-0.13509967533677836,191342,2,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,-0.1452026511818548,Cambodia,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3616,-0.13509967533677836,538443,9,Divorced,Craft-repair,Not-in-family,White,Male,14344,0,-0.1452026511818548,United-States,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3617,0.32524188327087217,134026,10,Never-married,Adm-clerical,Other-relative,White,Male,2174,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
3618,-0.9023356063495293,297296,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3620,-0.4419940477418787,190511,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,-0.9854303610508648,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3621,-1.51612435115973,285263,5,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,-0.5653165061163599,Mexico,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3623,-0.36527045464060365,101709,9,Separated,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3624,-0.8256120132482542,184078,8,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,-0.1452026511818548,United-States,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3625,0.5554126625746975,154405,6,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,0.2749112037526502,United-States,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3626,-0.9023356063495293,236481,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,-2.665885780788885,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3628,-0.5954412339444289,231569,13,Never-married,Sales,Not-in-family,Black,Female,0,0,0.6950250586871553,United-States,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3629,-0.2885468615393285,170797,13,Divorced,Other-service,Not-in-family,White,Female,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3630,0.4019654763721473,352971,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.2749112037526502,United-States,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3631,0.2485182901695971,136986,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,-0.1452026511818548,United-States,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3632,1.015754221182348,169549,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3633,-0.9023356063495293,131310,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,-0.1452026511818548,United-States,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3634,1.015754221182348,129177,13,Widowed,Other-service,Not-in-family,White,Female,0,2824,-1.8256580709198749,United-States,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3636,-1.2859535718559048,65225,6,Never-married,Other-service,Own-child,White,Female,0,0,-0.1452026511818548,United-States,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3637,0.01834751086577183,218490,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,-0.1452026511818548,United-States,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3638,1.2459250004861733,70088,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,-0.1452026511818548,United-States,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3640,-1.2859535718559048,429346,9,Never-married,Adm-clerical,Other-relative,Black,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3641,-0.5954412339444289,207505,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,2.375480478425175,United-States,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3642,-0.9023356063495293,263614,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.2749112037526502,United-States,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3643,0.01834751086577183,22494,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3646,-1.2092299787546297,435604,11,Separated,Exec-managerial,Own-child,White,Female,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3648,-0.7488884201469791,337505,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,-0.1452026511818548,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3649,-1.51612435115973,451951,9,Never-married,Sales,Not-in-family,White,Female,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3651,0.01834751086577183,142707,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3652,-0.2885468615393285,368825,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,1.5352527685561652,United-States,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3653,1.1692014073848982,298215,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.6950250586871553,United-States,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3655,0.09507110396704692,243636,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.6950250586871553,United-States,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3658,-0.21182326843805344,129573,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,1.5352527685561652,United-States,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3659,-1.439400758058455,33551,9,Never-married,Transport-moving,Own-child,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3660,0.7855834418785227,104455,13,Married-spouse-absent,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,-0.1452026511818548,Philippines,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3662,0.7088598487772476,122066,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,-0.5653165061163599,United-States,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3664,-1.2092299787546297,216867,10,Never-married,Craft-repair,Own-child,White,Male,0,0,-0.3972709641425578,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3666,0.01834751086577183,114366,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,-0.5653165061163599,United-States,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3667,2.3967788970052997,334666,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,-2.497840238815083,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3668,-1.592847944261005,145005,10,Never-married,Other-service,Own-child,White,Male,0,0,-1.8256580709198749,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3669,0.09507110396704692,33126,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.6950250586871553,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3670,0.7088598487772476,133694,13,Married-spouse-absent,Exec-managerial,Not-in-family,Black,Male,0,0,-0.1452026511818548,Jamaica,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3671,-0.672164827045704,302149,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,-0.1452026511818548,India,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3672,0.09507110396704692,26358,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3673,3.0105676418155003,135566,9,Widowed,Sales,Unmarried,White,Female,2329,0,-2.497840238815083,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3674,-1.3626771649571798,70261,10,Never-married,Other-service,Own-child,White,Male,0,0,-0.9854303610508648,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3676,0.4019654763721473,138991,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.6950250586871553,United-States,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3677,0.171794697068322,33310,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3678,1.859713745296374,67903,5,Separated,Farming-fishing,Not-in-family,Black,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3679,-0.7488884201469791,206351,6,Married-civ-spouse,Craft-repair,Husband,White,Male,5013,0,-0.1452026511818548,United-States,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3680,-0.36527045464060365,116677,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3682,0.5554126625746975,219293,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,3.2157081882941854,United-States,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3683,-0.5187176408431537,101709,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,-0.1452026511818548,United-States,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3684,0.7855834418785227,323798,10,Divorced,Exec-managerial,Not-in-family,White,Male,3325,0,0.6950250586871553,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3685,0.2485182901695971,390781,13,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3686,-0.21182326843805344,172538,14,Never-married,Prof-specialty,Own-child,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3687,-0.13509967533677836,115289,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3688,1.3226485935874484,335605,9,Married-civ-spouse,Other-service,Husband,White,Male,0,1887,0.6950250586871553,Canada,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3689,0.01834751086577183,89040,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3690,-0.5187176408431537,154950,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3692,-1.0557827925520795,297531,13,Never-married,Sales,Own-child,White,Female,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3693,1.859713745296374,188976,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3695,-0.8256120132482542,166320,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3696,2.3200553039040246,58213,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,20051,0,0.2749112037526502,United-States,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3697,0.7855834418785227,122584,4,Married-civ-spouse,Sales,Husband,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3698,0.2485182901695971,214242,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,0.6950250586871553,United-States,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3699,0.09507110396704692,224799,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.2749112037526502,United-States,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3700,-1.2092299787546297,91658,10,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3701,-0.5954412339444289,288419,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,-0.1452026511818548,United-States,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3702,0.4019654763721473,202872,12,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,-0.1452026511818548,United-States,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3703,1.015754221182348,199995,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,1.5352527685561652,United-States,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
3704,-1.0557827925520795,169905,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3707,-0.9023356063495293,120155,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,-0.2292254221687558,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3708,-0.8256120132482542,184078,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3710,-1.2092299787546297,245147,10,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,-0.1452026511818548,United-States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3711,1.6295429659925487,198170,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.2749112037526502,United-States,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
